employment_rate_overall,employment_rate_ft_perm,gross_monthly_median,salary_iqr,year,university,school,degree,career_value_index,cluster,pca_1,pca_2
100.0,100.0,3300.0,321.0,2019,Singapore Institute of Technology,SIT-Newcastle University,Bachelor of Engineering with Honours in Marine Engineering ^,0.813837922005792,2,0.7934582436077221,-2.0626925179031255
80.0,66.7,3100.0,450.0,2019,Singapore Institute of Technology,SIT-Newcastle University,Bachelor of Engineering with Honours in Mechanical Design and Manufacturing Engineering ^,0.5503980807872311,3,-2.22654155844869,0.10672193450866645
100.0,100.0,3425.0,342.0,2019,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Occupational Therapy),0.81930602114492,2,0.8894320102313794,-1.9518848985463326
98.3,98.3,3400.0,220.0,2019,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Physiotherapy),0.8039151291859993,2,0.5808237516402902,-1.9900370748703335
100.0,95.8,3800.0,635.0,2019,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Science with Honours in Nursing,0.815076975941422,2,1.1645999365544035,-1.1862531634454871
81.8,77.3,3300.0,490.0,2019,Singapore Institute of Technology,Technische UniversitÃ¤t MÃ¼nchen,Bachelor of Science in Chemical Engineering,0.6081417616800338,3,-1.4832361411984998,-0.09116606355172217
81.0,61.9,2625.0,1150.0,2019,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Business Administration in Food Business Management ^,0.4994046289141312,3,-2.16133605792763,0.8504291998582126
78.7,55.3,2800.0,550.0,2019,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,0.4847843468247438,3,-2.92948579719872,0.4270222297883861
87.1,80.6,2700.0,600.0,2019,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,0.6235020909164996,3,-1.2354076077707514,-0.7440734130857237
77.1,64.6,3500.0,800.0,2019,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,0.5338327111985339,3,-2.038381867294496,1.0996166786413983
82.4,67.6,3700.0,1200.0,2019,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,0.5791263223820651,3,-1.0790138976576484,1.3841721926581896
97.0,93.9,3500.0,500.0,2019,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,0.7773946806498204,2,0.5563903348025171,-1.333630437985427
93.2,83.1,3600.0,700.0,2019,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,0.713792345759839,2,0.009580863444990949,-0.4691154946095436
92.3,89.2,4200.0,1400.0,2019,Singapore Institute of Technology,University of Glasgow,Bachelor of Science with Honours in Computing Science,0.7399147313019493,1,1.0757137970279016,0.8139875279910361
80.2,70.4,3695.0,650.0,2019,Singapore Institute of Technology,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,0.5881379968493314,3,-1.528942749405777,0.669039325749477
96.4,93.7,3050.0,1000.0,2019,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy,0.7381488474960581,2,0.5609760613206782,-0.8731970673268642
97.9,97.9,3600.0,2000.0,2019,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy (Cum Laude and above),0.7635517605735594,1,1.9183431460507723,0.6992618354399522
91.0,84.8,3750.0,1300.0,2019,Singapore Management University,School of Business (4-year programme) *,Business Management,0.6967508404679961,1,0.42602613808158224,0.5750124268819239
93.0,90.4,4167.0,1520.0,2019,Singapore Management University,School of Business (4-year programme) *,Business Management (Cum Laude and above),0.7441220144114549,1,1.2447575433916054,0.8878166023833567
87.1,81.3,3900.0,1000.0,2019,Singapore Management University,School of Economics (4-year programme) *,Economics,0.6733302118580671,3,-0.14486265400799228,0.5831755141844523
94.2,89.9,4038.0,1000.0,2019,Singapore Management University,School of Economics (4-year programme) *,Economics (Cum Laude and above),0.7576144876027426,2,0.8687697389552963,0.0035213174139367195
95.1,90.2,4300.0,1000.0,2019,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems,0.7772876021923536,1,1.1230625976706323,0.10868191466752265
98.0,96.0,5000.0,1250.0,2019,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems (Cum Laude and above),0.8442178531305713,1,2.2267243010293094,0.5853497556276204
92.2,82.8,3500.0,935.0,2019,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences,0.6951782251996642,2,0.018345059763916156,-0.12968694710726988
92.7,90.2,3500.0,970.0,2019,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences (Cum Laude and above),0.7235282297957972,2,0.39133511555821854,-0.300367204349929
99.1,98.2,4900.0,1600.0,2019,Singapore Management University,School of Law (4-year programme) *,Law #,0.8454522450405855,1,2.588135481997684,0.8910600608199857
98.6,97.1,5550.0,1500.0,2019,Singapore Management University,School of Law (4-year programme) *,Law (Cum Laude and above) #,0.8720820377692773,1,2.8538787790153606,1.2303278010247056
87.1,74.2,3000.0,500.0,2019,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Human Resource Management,0.6181000826719523,3,-1.3779906310358023,-0.5282696283650578
91.1,83.3,3000.0,250.0,2019,Singapore University of Social Sciences,School of Business,Bachelor of Accountancy,0.6831877281459572,2,-0.8564768649540853,-1.368202843930566
88.6,88.6,3450.0,665.0,2019,Singapore University of Social Sciences,School of Business,Bachelor of Science in Finance,0.6959329718136861,2,-0.24965930628920296,-0.46469913956367565
88.3,70.0,3000.0,600.0,2019,Singapore University of Social Sciences,School of Business,Bachelor of Science in Marketing,0.60885469776123,3,-1.3869025762692628,-0.3554440611031978
84.2,80.2,4000.0,840.0,2019,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Product Development),0.6589934575958438,3,-0.46971229669491593,0.6329105169109751
88.8,85.7,4400.0,1200.0,2019,Singapore University of Technology and Design,na,Bachelor of Engineering (Information Systems Technology and Design),0.7189978714864029,1,0.6397222964510928,0.9710200476697501
89.9,87.3,4000.0,900.0,2019,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Systems and Design),0.7204700535372252,2,0.3226267630383775,0.17582972248517229
100.0,91.8,3900.0,500.0,2019,Singapore University of Technology and Design,na,Bachelor of Science (Architecture and Sustainable Design),0.8093635103906747,2,0.9675123705088086,-1.2109038252208855
96.0,88.7,3000.0,100.0,2020,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy,0.7387713518530974,2,-0.3469298385367089,-2.029046162815691
97.6,91.3,4405.0,1500.0,2020,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy and Business,0.7900341483774557,1,1.7890915361156143,0.6993136635437415
95.2,66.8,3800.0,1129.0,2020,Nanyang Technological University,College of Business (Nanyang Business School),Business,0.6686786742990906,3,-0.07794987547095164,0.5576331268306406
97.4,97.4,5400.0,750.0,2020,Nanyang Technological University,College of Business (Nanyang Business School),Double Degree in Business and Computer Engineering/Computing,0.8772248259614591,1,2.1441109010045243,0.13795452156045224
91.2,75.8,4000.0,1145.0,2020,Nanyang Technological University,College of Engineering,Aerospace Engineering,0.6826010116978211,1,0.11971918864372084,0.7340145727693308
89.1,43.6,3450.0,600.0,2020,Nanyang Technological University,College of Engineering,Bioengineering,0.5434310534358938,3,-2.131482575468316,0.5585144675531102
95.0,83.0,3900.0,800.0,2020,Nanyang Technological University,College of Engineering,Chemical and Biomolecular Engineering,0.7373402869803951,2,0.4141346710462471,-0.2443506246846472
95.7,87.0,3500.0,600.0,2020,Nanyang Technological University,College of Engineering,Civil Engineering,0.7419566490479831,2,0.23579188147675686,-0.933567931213365
97.2,94.4,4100.0,1218.0,2020,Nanyang Technological University,College of Engineering,Computer Engineering,0.7908157136274542,1,1.4894178303417842,0.048041993769982284
92.2,86.1,4300.0,1120.0,2020,Nanyang Technological University,College of Engineering,Computer Science,0.7404211887242245,1,0.8058444889575216,0.5671162497774157
100.0,94.1,4450.0,1225.0,2020,Nanyang Technological University,College of Engineering,Double Degree in Engineering and Economics ^,0.8251619562600432,1,1.9321186448265948,0.11507364509648187
94.5,75.1,3880.0,870.0,2020,Nanyang Technological University,College of Engineering,Electrical and Electronic Engineering,0.7035708709800008,2,0.08142038168170478,0.07500440183517346
90.2,58.5,3450.0,600.0,2020,Nanyang Technological University,College of Engineering,Environmental Engineering,0.6029558179799845,3,-1.42276999414174,0.10900562101223697
96.0,70.0,4000.0,1000.0,2020,Nanyang Technological University,College of Engineering,Information Engineering and Media,0.6981795256860128,2,0.15796890322011103,0.3720906314030266
90.8,78.5,3500.0,575.0,2020,Nanyang Technological University,College of Engineering,Maritime Studies,0.6800338520851318,2,-0.5264792312881732,-0.44186126522252095
91.5,69.0,3700.0,500.0,2020,Nanyang Technological University,College of Engineering,Materials Engineering,0.6630151807011109,3,-0.7898026475995935,-0.22076481368480871
91.7,67.5,3850.0,932.0,2020,Nanyang Technological University,College of Engineering,Mechanical Engineering,0.6551753669667659,3,-0.4341354914098776,0.5146254723953493
90.4,35.7,2800.0,800.0,2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","Art, Design and Media",0.4880745039011639,3,-2.638083214848653,0.539772344875514
83.8,63.5,3500.0,500.0,2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Chinese,0.5825840872175817,3,-1.7622603467414628,0.27769788908677234
94.9,66.7,3340.0,800.0,2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Communication Studies,0.6526880572818556,3,-0.6368463714883454,-0.18552928199049873
91.8,63.5,3797.0,650.0,2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Economics,0.6465663887608037,3,-0.8263323075188479,0.17600723055907974
90.9,43.2,3450.0,772.0,2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",English,0.5496491155768163,3,-1.883388912611027,0.6985562332141938
87.2,44.7,3650.0,775.0,2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",History,0.5396612301601318,3,-1.9836273715906063,1.028671750431995
95.8,50.0,3854.0,1300.0,2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Inter-Disciplinary Double Major ^,0.6120733942269561,3,-0.5747078381451214,1.2253422724702348
96.6,63.8,3350.0,900.0,2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Linguistics and Multilingual Studies,0.6518224143473602,3,-0.545248937398041,-0.07104151640639489
96.3,70.4,3650.0,550.0,2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Philosophy,0.6963656840989049,2,-0.3462711979668454,-0.5221135311834324
83.8,53.5,3300.0,550.0,2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Psychology,0.5366735439024618,3,-2.273658487564877,0.4738579821503851
92.5,67.5,3800.0,1083.0,2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Public Policy and Global Affairs,0.6542349040001297,3,-0.29630594474912664,0.6456458494647221
95.4,66.2,3600.0,500.0,2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Sociology,0.6745219262163893,2,-0.6607823010509547,-0.461338666555969
88.9,56.7,3325.0,450.0,2020,Nanyang Technological University,College of Science,Biological Sciences,0.5858077684595355,3,-1.7883675367362992,-0.05647170390837028
94.7,84.2,3000.0,350.0,2020,Nanyang Technological University,College of Science,Biomedical Sciences and Chinese Medicine # ^,0.7078667473025797,2,-0.461626380085431,-1.4774547035661356
91.9,45.6,3245.0,635.0,2020,Nanyang Technological University,College of Science,Chemistry and Biological Chemistry,0.5584239239904559,3,-1.933468736336731,0.2468554617959054
95.5,63.6,3550.0,364.0,2020,Nanyang Technological University,College of Science,Environmental Earth Systems Sciences ^,0.667193168351927,3,-0.8896364341031333,-0.6266650071285478
92.4,68.9,3656.0,950.0,2020,Nanyang Technological University,College of Science,Mathematical Sciences,0.6549726039107973,3,-0.43326548707180335,0.3343513394068904
87.1,55.7,3832.0,800.0,2020,Nanyang Technological University,College of Science,Mathematics and Economics,0.5856033428422694,3,-1.3972667366917113,0.9080425843336272
92.6,48.5,3700.0,350.0,2020,Nanyang Technological University,College of Science,Physics and Applied Physics,0.6024872649850139,3,-1.6625627982277702,0.01938113687096979
91.5,52.5,3300.0,1200.0,2020,Nanyang Technological University,Sports Science and Management,Sports Science and Management,0.5679742433496622,3,-1.2432634640499087,0.9331627239403378
100.0,98.4,3799.0,206.0,2020,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),0.8351928192385021,2,0.9695682800256477,-1.8615155010304356
100.0,100.0,3800.0,300.0,2020,Nanyang Technological University,National Institute of Education (NIE),Science (with Education),0.8384178997897409,2,1.1032510317947446,-1.7683562071885202
100.0,100.0,5250.0,900.0,2020,Nanyang Technological University,Lee Kong Chian School of Medicine,Medicine #,0.892657545523069,1,2.4680710292847023,0.02240152036321133
90.4,39.8,3300.0,900.0,2020,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,0.5238867087169347,3,-2.0719921191958934,0.9011807489498899
93.1,54.2,3500.0,554.0,2020,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),0.610912976682011,3,-1.3710113979181093,0.0020372367399403212
93.5,65.3,3500.0,530.0,2020,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,0.6530668998990575,3,-0.8933946896408763,-0.3402853908354682
100.0,100.0,4200.0,400.0,2020,National University of Singapore,Faculty of Dentistry,Bachelor of Dental Surgery,0.8550700202324751,2,1.4335152252617764,-1.3672601236451438
95.8,53.1,3500.0,440.0,2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Biomedical Engineering),0.6280823516695992,3,-1.2822466717601726,-0.3026656685089266
97.0,78.2,4000.0,800.0,2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),0.7387380359642001,2,0.43828613512504144,-0.18390384757120196
95.5,86.5,3590.0,550.0,2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),0.744483319089352,2,0.22216229968163437,-0.9207109559414397
91.0,75.4,4200.0,1200.0,2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),0.688058620393272,1,0.25577519522766584,0.9645220047810112
91.3,73.9,4000.0,1235.0,2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Engineering Science) ^,0.6742987621276461,1,0.1120014873071883,0.90373342329759
100.0,63.2,3500.0,625.0,2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),0.6867927440605092,2,-0.39612260407213284,-0.5639150637968872
97.2,93.0,4380.0,1100.0,2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),0.8024192408560734,1,1.529566850851963,0.09790437516597154
90.3,66.1,3900.0,600.0,2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),0.6518645102940881,3,-0.8058543542097701,0.20064557151325144
94.2,69.6,3800.0,700.0,2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),0.6828462826339333,2,-0.3436514345117345,-0.058713937978927835
91.8,86.8,5000.0,1200.0,2020,National University of Singapore,Faculty of Law,Bachelor of Laws #,0.7717839528204715,1,1.3140783152897926,1.1418233847651007
86.0,42.1,3100.0,650.0,2020,National University of Singapore,Faculty of Science,Bachelor of Science,0.49930500224766705,3,-2.632884351072698,0.6372033658784657
93.1,57.4,3528.0,700.0,2020,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),0.6196961702754633,3,-1.1164069170228332,0.14565214522971556
80.0,40.0,4650.0,750.0,2020,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology) ^,0.5237157875960905,3,-2.1214815527701285,2.2174849106342216
99.3,93.7,3700.0,450.0,2020,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) #,0.803001058687394,2,0.8258206605516308,-1.4155280705621087
100.0,78.3,4125.0,1000.0,2020,National University of Singapore,Faculty of Science,Bachelor of Science (Data Science and Analytics) ^,0.7600296978300881,2,0.9037228048362083,-0.011911544080989345
96.3,66.7,4150.0,2800.0,2020,National University of Singapore,NUS Business School,Bachelor of Business Administration ^,0.6494323892134618,1,1.4120173418992292,3.086905441190435
94.9,80.7,4000.0,1400.0,2020,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),0.7179551018124191,1,0.7986602001902462,0.7362606847983183
90.9,63.6,3500.0,2700.0,2020,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) ^,0.5737485150810102,1,0.3600842593535743,2.944943756662458
96.8,92.1,3500.0,1425.0,2020,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),0.745901843471181,2,1.1182337998774217,0.03661204390850066
97.1,92.6,5243.0,1916.0,2020,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),0.8207979751317203,1,2.6410906946981823,1.830980174360945
90.9,90.9,5000.0,1100.0,2020,National University of Singapore,School of Computing,Bachelor of Computing (Information Security) ^,0.7826882079595651,1,1.3427186406532587,0.9525373214232107
98.6,93.1,4500.0,1400.0,2020,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),0.8101775836042561,1,1.9348815115539837,0.5098436968221233
98.0,84.3,5000.0,1320.0,2020,National University of Singapore,School of Computing,Bachelor of Science (Business Analytics),0.8014559728412571,1,1.7884234382016755,0.9828504082850121
94.0,91.0,4000.0,650.0,2020,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture),0.7673241913432856,2,0.6270127143668515,-0.5327917557318232
90.3,22.6,3500.0,500.0,2020,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design) ^,0.4829370106214823,3,-2.949370992456516,0.9083826124085198
92.2,66.7,3200.0,500.0,2020,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),0.6356128772723344,3,-1.154529863923599,-0.5306075875108874
95.1,68.6,3630.0,800.0,2020,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),0.6746207592065353,2,-0.3534399736154959,-0.058647315243120404
100.0,100.0,5250.0,800.0,2020,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Medicine and Bachelor of Surgery #,0.895236194311104,1,2.3974974308965056,-0.11940244793447
97.4,92.2,3500.0,430.0,2020,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),0.7759273143980444,2,0.46798844544921775,-1.4149055578096161
98.5,97.0,3600.0,250.0,2020,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),0.8095454464195156,2,0.6935831595438717,-1.7973853102718953
69.2,15.4,3275.0,225.0,2020,National University of Singapore,YST Conservatory of Music,Bachelor of Music,0.31271214353901156,3,-5.270388841360056,1.8931050394314552
92.6,77.8,5350.0,2260.0,2020,National University of Singapore,Yale-NUS College,Bachelor of Science with Honours ^,0.7351290907262196,1,1.977956788147801,3.0505476987899494
93.7,81.1,5000.0,1420.0,2020,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Engineering (Computer Engineering),0.7588808142182495,1,1.383087887044954,1.4786937508922084
92.9,47.6,3250.0,740.0,2020,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Environmental Studies,0.5696543228109757,3,-1.6930964752457345,0.28464482082350007
100.0,78.6,3500.0,500.0,2020,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Arts in Game Design ^,0.7439250398763582,2,0.1575934473588876,-1.1337224406369224
97.1,70.6,2887.0,325.0,2020,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Art and Animation,0.6715422111075486,2,-0.9283600741241762,-1.3915623536695443
97.7,81.8,4000.0,700.0,2020,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science and Game Design,0.7586062851022934,2,0.573533953323459,-0.4618289038950388
97.6,90.5,4200.0,620.0,2020,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,0.8000700217369376,2,1.0016052689233328,-0.6610561332162632
97.4,69.8,3000.0,200.0,2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Accountancy with Honours,0.679406676227256,2,-0.9526648738431122,-1.4941844959071338
100.0,95.9,4300.0,1030.0,2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Information Security),0.8292798331102023,1,1.7721472904611055,-0.30456138627790397
96.2,83.0,4000.0,1150.0,2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Software Engineering),0.7411584228156789,1,0.8216520203937873,0.2407481421870395
94.2,73.9,3740.0,600.0,2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Pharmaceutical Engineering,0.6975928247888117,2,-0.27393757589617507,-0.34902051517464
98.1,84.6,3500.0,425.0,2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Building Services),0.7541393127651008,2,0.20342078254095414,-1.2726241777285208
97.1,77.1,4105.0,720.0,2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Land),0.7426680330012189,2,0.4121092691350156,-0.20757989622001527
92.9,55.4,4200.0,1420.0,2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Telematics (Intelligent Transportation Systems Engineering),0.625097138733874,3,-0.27129592176084916,1.665905329056915
89.9,47.9,3000.0,600.0,2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Hospitality Business with Honours,0.5422060896598799,3,-2.1806687111869953,0.10650994563611214
95.7,82.6,4185.0,500.0,2020,Singapore Institute of Technology,SIT- DigiPen Institute of Technology,Bachelor of Engineering with Honours in Systems Engineering (ElectroMechanical Systems),0.7620654230491946,2,0.4265289844707031,-0.5191763188762414
95.2,52.4,3000.0,630.0,2020,Singapore Institute of Technology,SIT- Massey University,Bachelor of Food Technology with Honours,0.5926761918896137,3,-1.5497424067541807,-0.30149090565200665
95.7,47.8,3200.0,500.0,2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,0.5928893504345281,3,-1.6635610617347,-0.270616653117849
97.9,68.8,3500.0,450.0,2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,0.6968461466507725,2,-0.4534736373472433,-0.8217515773610591
100.0,79.2,3750.0,1070.0,2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Marine Engineering ^,0.7433463226121321,2,0.7471799586445669,-0.17867649930383725
94.6,57.1,3350.0,900.0,2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Mechanical Design and Manufacturing Engineering,0.6149756482196722,3,-0.9838433415569358,0.22647452680984578
78.6,42.9,3200.0,865.0,2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Naval Architecture ^,0.4518154949769698,3,-2.972335116054832,1.4554145242602274
92.3,69.2,4000.0,1050.0,2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering ^,0.6693129488332522,3,-0.134818379826395,0.697835914401543
100.0,100.0,3650.0,459.0,2020,Singapore Institute of Technology,SIT / SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Diagnostic Radiography),0.8271063097552267,2,1.118079080077414,-1.6401224408123423
100.0,100.0,3400.0,265.0,2020,Singapore Institute of Technology,SIT / SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Occupational Therapy),0.820089657634784,2,0.8188596772800406,-2.077279711338403
98.2,96.3,3500.0,300.0,2020,Singapore Institute of Technology,SIT / SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Physiotherapy),0.7989890927449771,2,0.6108717584400091,-1.7544535255314397
100.0,83.3,3500.0,100.0,2020,Singapore Institute of Technology,SIT / SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Radiation Therapy) ^,0.7706923771521859,2,0.07121368577080564,-1.8207432721003292
97.9,78.7,3500.0,500.0,2020,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Engineering with Honours in Civil Engineering,0.7302125982194154,2,-0.005515592099830373,-1.0032047180844617
96.2,94.2,3650.0,595.0,2020,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Science with Honours in Nursing,0.7778495349347543,2,0.6695996782207816,-1.0586371492272086
93.3,48.9,3175.0,835.0,2020,Singapore Institute of Technology,Technische UniversitÃ¤t MÃ¼nchen,Bachelor of Science in Chemical Engineering,0.5708281671198878,3,-1.5886920210923632,0.3122577271206326
94.7,39.5,3600.0,650.0,2020,Singapore Institute of Technology,Technische UniversitÃ¤t MÃ¼nchen,Bachelor of Science in Electrical Engineering & Information Technology,0.5725008754380705,3,-1.7236428941796744,0.4763169986186098
86.0,66.7,2550.0,520.0,2020,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Business Administration in Food Business Management,0.5623292903718702,3,-2.0562790767146373,-0.5307327010538944
85.7,38.1,2800.0,500.0,2020,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,0.4727386362129271,3,-3.1241453285101426,0.3509995313581256
98.4,95.2,3500.0,500.0,2021,Nanyang Technological University,College of Engineering,Maritime Studies,0.7913204391095638,2,0.7220977789136697,-1.4554791557805429
83.9,45.2,2600.0,1000.0,2020,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,0.46303057858585517,3,-2.7485471472778427,0.863448583454407
91.2,35.3,3921.0,1610.0,2020,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,0.5250385889722248,3,-1.2916030234155205,2.374554707069883
100.0,37.9,3750.0,1200.0,2020,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems ^,0.5954199835050727,3,-0.8826220868853111,1.058422867283517
95.0,53.3,3500.0,450.0,2020,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,0.6231674606197672,3,-1.3305772565512197,-0.24289125435549666
89.3,58.9,3600.0,800.0,2020,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,0.6003835065233958,3,-1.239255568176017,0.5366805473994467
98.6,89.9,5000.0,1000.0,2020,Singapore Institute of Technology,University of Glasgow,Bachelor of Science with Honours in Computing Science,0.8333287733170284,1,1.8438116762567507,0.3483123009805544
93.7,68.4,3700.0,900.0,2020,Singapore Institute of Technology,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,0.6653323783477706,3,-0.3572756045270636,0.22234203269853411
94.7,86.0,3100.0,1000.0,2020,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy,0.7022142726630731,2,0.13705579385361347,-0.5367886307965548
96.3,86.1,3744.0,1583.0,2020,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy (Cum Laude and above),0.72920663274771,1,1.098219601917362,0.6034555669502917
95.8,68.4,3850.0,1160.0,2020,Singapore Management University,School of Business (4-year programme) *,Business Management,0.6799019299604178,2,0.09087716032031024,0.555200129271804
97.5,78.7,4000.0,1400.0,2020,Singapore Management University,School of Business (4-year programme) *,Business Management (Cum Laude and above),0.7283646492369897,1,0.9223976685027692,0.622492190978996
91.5,70.5,3800.0,1100.0,2020,Singapore Management University,School of Economics (4-year programme) *,Economics,0.6576018554264506,3,-0.23891246212899012,0.65664639993206
94.7,82.9,4000.0,1615.0,2020,Singapore Management University,School of Economics (4-year programme) *,Economics (Cum Laude and above),0.7187730047511158,1,1.0261669737001928,0.9977333251636604
