,employment_rate_overall,employment_rate_overall,employment_rate_overall,employment_rate_overall,employment_rate_ft_perm,employment_rate_ft_perm,employment_rate_ft_perm,employment_rate_ft_perm,gross_monthly_median,gross_monthly_median,gross_monthly_median,gross_monthly_median,salary_iqr,salary_iqr,salary_iqr,salary_iqr,career_value_index,career_value_index,career_value_index,career_value_index
,count,median,mean,std,count,median,mean,std,count,median,mean,std,count,median,mean,std,count,median,mean,std
cluster,,,,,,,,,,,,,,,,,,,,
1,324,94.9,94.08827160493827,4.588690982088283,324,91.1,89.75061728395062,7.313804301723614,324,4781.5,4803.70987654321,707.045885786796,324,1300.0,1392.7932098765432,573.5757246468993,324,0.788190284408632,0.7830275972130378,0.06969648184518908
2,651,94.9,94.79493087557604,3.7124350855530395,651,89.2,89.23548387096774,7.08587656187462,651,3500.0,3529.388632872504,410.93724895448656,651,600.0,616.0721966205837,265.29002882696824,651,0.7426083679699186,0.7447198856406727,0.052049298030467143
3,470,84.75,83.97531914893618,6.110704666271784,470,68.25,65.85361702127659,11.910169173710539,470,3362.5,3453.08085106383,482.0318600792589,470,700.0,727.3382978723404,243.2073409329245,470,0.5992391518501023,0.5838791475451653,0.06530656433454186
