Category,File Name,File Path,File Extension,File Size KB,Modified Time
Tables,statistical_test_university_group_summary.csv,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/tables/statistical_test_university_group_summary.csv,.csv,1.8,2026-08-03 21:54:35
Tables,statistical_testing_insight_summary.csv,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/tables/statistical_testing_insight_summary.csv,.csv,0.89,2026-08-03 21:54:37
Tables,strong_correlation_pairs.csv,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/tables/strong_correlation_pairs.csv,.csv,1.43,2026-08-03 21:54:02
Tables,target_correlation_summary.csv,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/tables/target_correlation_summary.csv,.csv,3.21,2026-08-03 21:54:02
Tables,target_variable_summary.csv,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/tables/target_variable_summary.csv,.csv,0.37,2026-08-03 21:53:44
Tables,university_multivariate_profile.csv,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/tables/university_multivariate_profile.csv,.csv,0.81,2026-08-03 21:54:02
Tables,university_multivariate_profile_normalized.csv,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/tables/university_multivariate_profile_normalized.csv,.csv,0.81,2026-08-03 21:54:02
Figures,.gitkeep,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/.gitkeep,,0.0,2026-07-26 17:15:32
Figures,figure_01_records_by_year.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_01_records_by_year.png,.png,145.34,2026-07-26 13:09:47
Figures,figure_02_records_by_university.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_02_records_by_university.png,.png,295.28,2026-07-26 13:09:47
Figures,figure_03_top_schools_by_records.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_03_top_schools_by_records.png,.png,452.17,2026-07-26 13:09:48
Figures,figure_05_01_records_by_year.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_05_01_records_by_year.png,.png,209.72,2026-08-03 21:53:49
Figures,figure_05_02_records_by_university.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_05_02_records_by_university.png,.png,292.03,2026-08-03 21:53:49
Figures,figure_05_03_top_schools_by_records.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_05_03_top_schools_by_records.png,.png,452.17,2026-08-03 21:53:49
Figures,figure_06_boxplot_basic_monthly_mean.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_06_boxplot_basic_monthly_mean.png,.png,59.29,2026-08-03 21:53:55
Figures,figure_06_boxplot_basic_monthly_median.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_06_boxplot_basic_monthly_median.png,.png,61.69,2026-08-03 21:53:55
Figures,figure_06_boxplot_career_value_index.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_06_boxplot_career_value_index.png,.png,52.73,2026-08-03 21:53:56
Figures,figure_06_boxplot_employment_premium.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_06_boxplot_employment_premium.png,.png,62.03,2026-08-03 21:53:55
Figures,figure_06_boxplot_employment_rate_ft_perm.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_06_boxplot_employment_rate_ft_perm.png,.png,59.67,2026-08-03 21:53:55
Figures,figure_06_boxplot_employment_rate_overall.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_06_boxplot_employment_rate_overall.png,.png,58.72,2026-08-03 21:53:54
Figures,figure_06_boxplot_gross_monthly_mean.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_06_boxplot_gross_monthly_mean.png,.png,60.13,2026-08-03 21:53:55
Figures,figure_06_boxplot_gross_monthly_median.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_06_boxplot_gross_monthly_median.png,.png,62.94,2026-08-03 21:53:55
Figures,figure_06_boxplot_gross_mthly_25_percentile.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_06_boxplot_gross_mthly_25_percentile.png,.png,64.54,2026-08-03 21:53:55
Figures,figure_06_boxplot_gross_mthly_75_percentile.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_06_boxplot_gross_mthly_75_percentile.png,.png,66.47,2026-08-03 21:53:55
Figures,figure_06_boxplot_salary_iqr.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_06_boxplot_salary_iqr.png,.png,51.84,2026-08-03 21:53:55
Figures,figure_06_boxplot_salary_premium.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_06_boxplot_salary_premium.png,.png,54.93,2026-08-03 21:53:55
Figures,figure_06_boxplot_stability_score.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_06_boxplot_stability_score.png,.png,54.4,2026-08-03 21:53:56
Figures,figure_06_hist_basic_monthly_mean.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_06_hist_basic_monthly_mean.png,.png,80.25,2026-08-03 21:53:52
Figures,figure_06_hist_basic_monthly_median.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_06_hist_basic_monthly_median.png,.png,77.78,2026-08-03 21:53:53
Figures,figure_06_hist_career_value_index.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_06_hist_career_value_index.png,.png,81.04,2026-08-03 21:53:54
Figures,figure_06_hist_employment_premium.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_06_hist_employment_premium.png,.png,86.38,2026-08-03 21:53:52
Figures,figure_06_hist_employment_rate_ft_perm.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_06_hist_employment_rate_ft_perm.png,.png,84.11,2026-08-03 21:53:52
Figures,figure_06_hist_employment_rate_overall.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_06_hist_employment_rate_overall.png,.png,83.78,2026-08-03 21:53:52
Figures,figure_06_hist_gross_monthly_mean.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_06_hist_gross_monthly_mean.png,.png,84.73,2026-08-03 21:53:53
Figures,figure_06_hist_gross_monthly_median.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_06_hist_gross_monthly_median.png,.png,86.83,2026-08-03 21:53:53
Figures,figure_06_hist_gross_mthly_25_percentile.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_06_hist_gross_mthly_25_percentile.png,.png,86.51,2026-08-03 21:53:53
Figures,figure_06_hist_gross_mthly_75_percentile.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_06_hist_gross_mthly_75_percentile.png,.png,88.26,2026-08-03 21:53:54
Figures,figure_06_hist_salary_iqr.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_06_hist_salary_iqr.png,.png,78.79,2026-08-03 21:53:54
Figures,figure_06_hist_salary_premium.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_06_hist_salary_premium.png,.png,82.97,2026-08-03 21:53:54
Figures,figure_06_hist_stability_score.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_06_hist_stability_score.png,.png,81.21,2026-08-03 21:53:54
Figures,figure_07_01_salary_trend_by_year.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_07_01_salary_trend_by_year.png,.png,161.48,2026-08-03 21:53:57
Figures,figure_07_02_employment_trend_by_year.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_07_02_employment_trend_by_year.png,.png,206.5,2026-08-03 21:53:57
Figures,figure_07_03_career_value_trend_by_year.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_07_03_career_value_trend_by_year.png,.png,182.31,2026-08-03 21:53:57
Figures,figure_07_04_salary_by_university.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_07_04_salary_by_university.png,.png,309.02,2026-08-03 21:53:57
Figures,figure_07_05_overall_employment_by_university.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_07_05_overall_employment_by_university.png,.png,295.14,2026-08-03 21:53:58
Figures,figure_07_06_ft_perm_employment_by_university.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_07_06_ft_perm_employment_by_university.png,.png,300.61,2026-08-03 21:53:58
Figures,figure_07_07_career_value_by_university.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_07_07_career_value_by_university.png,.png,296.32,2026-08-03 21:53:58
Figures,figure_07_08_employment_vs_salary.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_07_08_employment_vs_salary.png,.png,610.18,2026-08-03 21:53:58
Figures,figure_07_09_ft_perm_vs_salary.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_07_09_ft_perm_vs_salary.png,.png,662.61,2026-08-03 21:53:59
Figures,figure_07_10_salary_spread_vs_salary.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_07_10_salary_spread_vs_salary.png,.png,457.46,2026-08-03 21:53:59
Figures,figure_07_11_salary_vs_career_value.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_07_11_salary_vs_career_value.png,.png,675.74,2026-08-03 21:53:59
Figures,figure_08_01_correlation_heatmap.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_08_01_correlation_heatmap.png,.png,557.76,2026-08-03 21:54:02
Figures,figure_08_02_university_profile_heatmap.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_08_02_university_profile_heatmap.png,.png,310.24,2026-08-03 21:54:02
Figures,figure_10_boxplot_career_value_index_by_university.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_10_boxplot_career_value_index_by_university.png,.png,309.87,2026-08-03 21:54:36
Figures,figure_10_boxplot_employment_rate_ft_perm_by_university.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_10_boxplot_employment_rate_ft_perm_by_university.png,.png,319.36,2026-08-03 21:54:36
Figures,figure_10_boxplot_employment_rate_overall_by_university.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_10_boxplot_employment_rate_overall_by_university.png,.png,315.28,2026-08-03 21:54:36
Figures,figure_10_boxplot_gross_monthly_median_by_university.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_10_boxplot_gross_monthly_median_by_university.png,.png,325.68,2026-08-03 21:54:36
Figures,figure_11_01_salary_actual_vs_predicted_sample.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_11_01_salary_actual_vs_predicted_sample.png,.png,140.68,2026-08-03 21:54:38
Figures,figure_11_02_career_value_actual_vs_predicted_sample.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_11_02_career_value_actual_vs_predicted_sample.png,.png,98.12,2026-08-03 21:54:39
Figures,figure_13_01_leakage_controlled_best_f1.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_13_01_leakage_controlled_best_f1.png,.png,180.98,2026-07-26 14:40:16
Figures,figure_13_02_preliminary_vs_leakage_controlled_f1.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_13_02_preliminary_vs_leakage_controlled_f1.png,.png,309.79,2026-07-26 14:40:16
Figures,figure_14_01_kmeans_elbow_curve.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_14_01_kmeans_elbow_curve.png,.png,107.71,2026-08-03 21:54:50
Figures,figure_14_02_silhouette_score_by_k.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_14_02_silhouette_score_by_k.png,.png,124.23,2026-08-03 21:54:50
Figures,figure_14_03_cluster_pca_scatter.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_14_03_cluster_pca_scatter.png,.png,594.24,2026-08-03 21:54:51
Figures,figure_14_04_cluster_profile_employment_career_value.png,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/outputs/figures/figure_14_04_cluster_profile_employment_career_value.png,.png,116.26,2026-08-03 21:54:51
Checkpoints,checkpoint_after_part12.pkl,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/checkpoints/checkpoint_after_part12.pkl,.pkl,556.56,2026-08-03 17:33:24
Checkpoints,checkpoint_after_part12_metadata.json,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/checkpoints/checkpoint_after_part12_metadata.json,.json,0.39,2026-08-03 17:33:24
Checkpoints,checkpoint_full_analysis_completed.pkl,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/checkpoints/checkpoint_full_analysis_completed.pkl,.pkl,1279.39,2026-08-03 21:54:59
Checkpoints,checkpoint_full_analysis_completed_metadata.json,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/checkpoints/checkpoint_full_analysis_completed_metadata.json,.json,1.91,2026-08-03 21:54:59
Checkpoints,restore_full_analysis_checkpoint_code.txt,/home/kumarans/MS_AIML/Term1/DEEP_LEARNING_THEORY_PRACTICAL_ APPLICATIONS/MS_Capstone+NLP/QM 640_DATA_ANALYTICS_CAPSTONE/Code/checkpoints/restore_full_analysis_checkpoint_code.txt,.txt,0.65,2026-07-26 16:32:12
