Engineered Feature,count,mean,std,min,25%,50%,75%,max
salary_iqr,1445.0,826.4200692041522,468.6143791013558,0.0,510.0,730.0,1000.0,5817.0
salary_premium,1445.0,154.69134948096885,215.6936056972717,-491.0,35.0,117.0,225.0,2139.0
employment_premium,1445.0,9.371487889273356,10.446508823878295,0.0,2.200000000000003,6.0,13.0,71.4
stability_score,1445.0,0.8579301926759235,0.08055946004836785,0.0,0.828090080797662,0.8745057589822933,0.9123259412068077,1.0
career_value_index,1445.0,0.7009943158445189,0.10260360552664786,0.3118374448973237,0.6349775580046688,0.7120680581442598,0.7759132005865413,0.9681540964935191
